Brand Name	Manufacturer	USP.Code
Ultron ES-OVM	Dr. Maisch	L57
Ultron ES-OVM-3	Shinwa	L57
Ultron ES-OVM-C	Shinwa	L57
Accelerated Li	Biochrom Ltd.	L58
Aminex HPX-87N	BioRad Laboratories	L58
BP-100 Na	Benson Polymeric	L58
BP-200 Na	Benson Polymeric	L58
BP-800 Na	Benson Polymeric	L58
Carbomix Na-NP	Sepax Technologies, Inc.	L58
CARBOSep CHO611	Transgenomic, Inc.	L58
CARBOSep CHO611OH	Transgenomic, Inc.	L58
CARBOSep Coregel 87N	Transgenomic, Inc.	L58
HyperREZ Carbohydrate XP Na	Thermo Scientific	L58
Li Prewash PEEK	Biochrom Ltd.	L58
LiAcc PEEK	Biochrom Ltd.	L58
LiHP PEEK	Biochrom Ltd.	L58
LiHR PEEK	Biochrom Ltd.	L58
MCI GEL CK02A	Mitsubishi Chem Corp	L58
MCI GEL CK04S	Mitsubishi Chem Corp	L58
MCI GEL CK08E	Mitsubishi Chem Corp	L58
MCI GEL CK08S	Mitsubishi Chem Corp	L58
Metacarb 87N	Agilent	L58
Na Prewash PEEK	Biochrom Ltd.	L58
NaHP PEEK	Biochrom Ltd.	L58
NaHR PEEK	Biochrom Ltd.	L58
NaOxHP PEEK	Biochrom Ltd.	L58
NaOxHR PEEK	Biochrom Ltd.	L58
NUCLEOGEL SUGAR Na	Macherey-Nagel	L58
PL Hi-Plex Na	Varian/Polymer Labs	L58
Polyamine PEEK	Biochrom Ltd.	L58
Reprogel Na+	Dr. Maisch	L58
Rezex RNM	Phenomenex	L58
Shim-pack SCR-101N	Shimadzu	L58
Shodex CXpak P-421S	Shodex	L58
Shodex RSpak DC-613	Shodex	L58
Shodex SUGAR KS-801	Shodex	L58
Shodex SUGAR KS-802	Shodex	L58
Shodex SUGAR KS-803	Shodex	L58
Shodex SUGAR KS-804	Shodex	L58
Shodex SUGAR KS-805	Shodex	L58
Shodex SUGAR KS-806	Shodex	L58
Shodex SUGAR KS-807	Shodex	L58
TSKgel SCX(Na+)	Tosoh Bioscience	L58
Ultron PS-80N	Shinwa	L58
Ultropac 4	Biochrom Ltd.	L58
Ultropac 8	Biochrom Ltd.	L58
Zodiac Carb 87N	Zodiac Life Sciences	L58
ACQUITY BEH200 SEC	Waters	L59
AdvanceBio SEC	Agilent	L59
Bio SEC-3	Agilent	L59
Bio SEC-5	Agilent	L59
BioSep-SEC-s2000	Phenomenex	L59
BioSep-SEC-s3000	Phenomenex	L59
BioSep-SEC-s4000	Phenomenex	L59
Biosuite 125	Waters	L59
Biosuite 250	Waters	L59
Biosuite 450	Waters	L59
MabPac SEC-1	Thermo Scientific	L59
Nanofilm SEC-150	Sepax Technologies, Inc.	L59
Nanofilm SEC-250	Sepax Technologies, Inc.	L59
Nanofilm SEC-500	Sepax Technologies, Inc.	L59
PolyHYDROXYETHYL Aspartamide	PolyLC Inc.	L59
PROTEEMA	PSS	L59
Protein BEH SEC 1200 Angstroms	Waters Corp.	L59
Protein BEH SEC 125 Angstroms	Waters Corp.	L59
Protein BEH SEC 450 Angstroms	Waters Corp.	L59
Protein-Pak 300SW	Waters	L59
Protein-Pak 60	Waters	L59
Shim-pack Bio Diol-60, 120, 200, 300	Shimadzu	L59
Shim-pack Diol-150	Shimadzu	L59
Shim-pack Diol-300	Shimadzu	L59
Shodex KW400 series	Shodex	L59
Shodex LW-403 4D	Shodex	L59
Shodex LW-803	Shodex	L59
Shodex PROTEIN KW-800 series	Shodex	L59
SMTgel SEC & GPC	Separation Methods Tech.	L59
SRT SEC-100	Sepax Technologies, Inc.	L59
SRT SEC-1000	Sepax Technologies, Inc.	L59
SRT SEC-150	Sepax Technologies, Inc.	L59
SRT SEC-300	Sepax Technologies, Inc.	L59
SRT SEC-500	Sepax Technologies, Inc.	L59
TSK-GEL G3000SW	Tosoh Bioscience	L59
TSKgel G2000 SWxL	Tosoh Biosciences	L59
TSKgel G3000SW	Tosoh Bioscience	L59
TSKgel G3000SWxL	Tosoh Bioscience	L59
TSKgel G3000SWxl	Tosoh Biosciences	L59
TSKgel G4000 SWxl	Tosoh Bioscience	L59
TSKgel Guard Column for 7.5 mm SW	Tosoh Bioscience	L59
TSKgel SuperSW, SWxl, SW, SW mAb series	Tosoh Bioscience	L59
Yarra SEC-2000	Phenomenex	L59
Yarra SEC-3000	Phenomenex	L59
Yarra SEC-4000	Phenomenex	L59
YMC-Pack Diol	YMC Co., Ltd.	L59
YMC-SEC MAB	YMC Co., Ltd.	L59
Zodiac Gel SEC 100	Zodiac Life Sciences	L59
Zodiac Gel SEC 1000	Zodiac Life Sciences	L59
Zodiac Gel SEC 150	Zodiac Life Sciences	L59
Zodiac Gel SEC 300	Zodiac Life Sciences	L59
Zodiac Gel SEC 500	Zodiac Life Sciences	L59
Acclaim Polar Advantage	Thermo Scientific	L60
Acclaim Polar Advantage II (PA2)	Thermo Scientific	L60
Accucore Polar Premium	Thermo Scientific	L60
Ascentis Express RP-Amide	Supelco	L60
Ascentis RP-Amide	Supelco	L60
Chromasol CORAL Amide	Intek Chromasol	L60
Discovery RP-Amide C16	Supelco	L60
HALO RP-Amide	Advanced Materials Technol	L60
HyPURITY ADVANCE	Thermo Scientific	L60
NUCLEODUR PolarTec	Macherey-Nagel	L60
NUCLEOSIL C18 Nautilus	Macherey-Nagel	L60
Polaris Amide-C18	Agilent	L60
Poroshell 120 Bonus-RP	Agilent	L60
Prism RP	Thermo Scientific	L60
Prism RPN	Thermo Scientific	L60
Reprosil ABZ-Amid C18	Dr. Maisch	L60
SMT AquSep C18	Separation Methods Tech.	L60
SpeedCore RP18-Amide	Fortis Technologies	L60
Supelcosil ABZ+Plus	Supelco	L60
Supelcosil LC-ABZ	Supelco	L60
SUPELCOSIL LC-ABZ	Supelco	L60
Uptisphere PLP	Interchim	L60
Zodiac Amide	Zodiac	L60
Zorbax Bonus-RP	Agilent	L60
ZORBAX Bonus-RP	Agilent	L60
Dionex Ion Pac AG11	Thermo Scientific	L61
Dionex Ion Pac AS11	Thermo Scientific	L61
Dionex IonPac AG-11	Thermo Scientific	L61
Dionex IonPac AG11-HC	Thermo Scientific	L61
Dionex IonPac AS-11	Thermo Scientific	L61
Acclaim C30	Thermo Scientific	L62
Accucore C30	Thermo Scientific	L62
Chromasol ONYX C30	Intek Chromasol	L62
Develosil C30	Nomura Chemical	L62
Develosil C30-UG	Nomura Chemical	L62
Develosil Combi-RP	Nomura Chemical	L62
Develosil RP-Aqueous	Nomura Chemical	L62
Develosil RP-Aqueous-AR	Nomura Chemical	L62
Develosil XG-C30M	Nomura Chemical	L62
NCI-Neurosyil C30	National Chromatography Inc.	L62
ProntoSIL C30	Bischoff	L62
ProntoSIL C30 EC	Bischoff	L62
SMT C30	Separation Methods Tech.	L62
Stability C30	Dr. Maisch	L62
Sunrise C30	Chromanik Technol.	L62
Wakopak navi C30-5	Wako Pure Chemical Ind.	L62
YMC Carotenoid	YMC Co., Ltd.	L62
YMC-Carotenoid	YMC, Corp.	L62
YMC-Pack Carotenoid	YMC Co., Ltd.	L62
Zodiac 120 C30	Zodiac	L62
Zodiac C30	Zodiac	L62
Astec Chirobiotic T	Supelco	L63
Astec Chirobiotic T2	Supelco	L63
Astec Chirobiotic TAG	Supelco	L63
Poroshell Chiral-T	Agilent	L63
Reprosil Chiral-TAG	Dr. Maisch	L63
AG 1-X8	BioRad Labs	L64
AG 50W-X2	BioRad Labs	L65
Chirosil SCA (-)	Regis Technologies, Inc.	L66
CROWNPAK CR(+)	Daicel/Chiral Technologies	L66
apHera C18	Supelco	L67
Asahipak ODP-40	Shodex	L67
Asahipak ODP-50	Shodex	L67
Shodex ET-RP1	Shodex	L67
Shodex ODP-50	Shodex	L67
ACQUITY UPLC Amide BEH Glycan	Waters	L68
ACQUITY UPLC BEH Amide	Waters	L68
AdvanceBio Glycan Mapping	Agilent	L68
Cogent Amide	MicroSolv Techn. Corp.	L68
Inertsil Amide	GL Sciences	L68
InertSustain Amide	GL Sciences	L68
Shim-pack GIST Amide	Shimadzu	L68
Suplex pKb-100	Supelco	L68
TSKgel Amide-80	Tosoh Bioscience	L68
Ultra IBD	Restek	L68
XBridge Amide BEH	Waters	L68
XBridge BEH Amide	Waters	L68
Dionex CarboPac PA20	Thermo Scientific	L69
CHIRALCEL OC-H	Daicel/Chiral Technologies	L70
Cogent RP C12	MicroSolv Techn. Corp.	L70
Reprosil Chiral-CM	Dr. Maisch	L70
MCI GEL CMG20/C04	Mitsubishi Chemical Corp.	L71
Shodex RSpak DE-213	Shodex	L71
Shodex RSpak DE-413	Shodex	L71
Shodex RSpak DE-613	Shodex	L71
Chirex 3012	Phenomenex	L72
Sumichiral OA-3300 S	Sumika	L72
Jordi-Gel DVB	Jordi Labs LLC	L73
MCI GEL CDR10	Mitsubishi Chemical Corp.	L73
Repromer 100-5 RPS	Dr. Maisch	L73
Dionex IonPac AS14A	Thermo Scientific	L74
CHIRALPAK BSA	Daicel/Chiral Technologies	L75
Reprosil chiral-BSA	Dr. Maisch	L75
RESOLVOSIL BSA-7	Macherey-Nagel	L75
Dionex IonPac SCS-1	Thermo Scientific	L76
Metrosep C4	Metrohm	L76
Metrosep C6	Metrohm	L76
Shodex IC YK-421	Shodex	L76
Dionex IonPac CS17	Thermo Scientific	L77
Acclaim Mixed-Mode WAX-1	Thermo Fisher	L78
Acclaim Surfactant Plus	Thermo Fisher	L78
Atlantis PREMIER BEH C18 AX	Waters Corp.	L78
Heritage MA	Helix Chromatography	L78
Primesep B2	SIELC Technol.	L78
Primesep D	Sielc Technol.	L78
Primesep SB	SIELC Technol.	L78
Upti-Prep MM3	Interchim	L78
Upti-Prep MM4	Interchim	L78
CHIRALPAK HSA	Daicel/Chiral Technologies	L79
Reprosil Chiral-HSA	Dr. Maisch	L79
CHIRACEL OJ-3	Daicel/Chiral Technologies	L80
CHIRALCEL OJ	Daicel/Chiral Technologies	L80
CHIRALCEL OJ-H	Daicel/Chiral Technologies	L80
Hypersil Chiral JT	Thermo Scientific	L80
Lux Cellulose-3	Phenomenex	L80
Reprosil Chiral-JM	Dr. Maisch	L80
SMT ChiralSep	Separation Methods Tech.	L80
Dionex IonPac AS-11 HC	Thermo Scientific	L81
Dionex IonPac AS11-HC	Thermo Scientific	L81
apHera NH2 Amino	Supelco	L82
Asahipak NH2P-40	Shodex	L82
Asahipak NH2P-50	Shodex	L82
Dionex IonPac AG17-C	Thermo Scientific	L83
Dionex IonPac AS17-C	Thermo Scientific	L83
SMT ChiralSep	Separation Methods Tech.	L83
Dionex IonPac CG16	Thermo Scientific	L84
Dionex IonPac CS16	Thermo Scientific	L84
Acclaim Mixed-Mode WCX-1	Thermo Scientific	L85
Chromasol CORAL C18-WCX	Intek Chromasol	L85
Cogent UDA	MicroSolv Techn. Corp.	L85
Cogent UDA 2.o	MicroSolv Techn. Corp.	L85
Heritage MC	Helix Chromatography	L85
Primesep 100	SIELC Technol.	L85
Primesep 200	SIELC Technol.	L85
Primesep 500	SIELC Technol.	L85
Primesep C	SIELC Technol.	L85
Ascentis Express OH5	Supelco	L86
Accucore RP-MS	Thermo Scientific	L87
Synergi Max-RP	Phenomenex	L87
Synergi Max-RP	Phenomenex	L87
Astec Chirobiotic-V	Supelco	L88
Astec Chirobiotic-V2	Supelco	L88
Poroshell Chiral-V	Agilent	L88
Acclaim SEC-300	Thermo Scientific	L89
OHpak SB-802.5 HQ	Shodex	L89
Shodex SB-802.5	Shodex	L89
TSKgel G-Oligo-PW	Tosoh Bioscience	L89
TSKgel SuperOligoPW	Tosoh Bioscience	L89
CHIRALPAK AS	Daicel/Chiral Technologies	L90
CHIRALPAK AS-3	Daicel/Chiral Technologies	L90
CHIRALPAK AS-H	Daicel/Chiral Technologies	L90
Metrosep A Supp 10	Metrohm	L91
Metrosep A Supp 16	Metrohm	L91
Metrosep A Supp 17	Metrohm	L91
Mono Q 10/100 GL	GE Healthcare	L91
Mono Q 4.6/100 PE	GE Healthcare	L91
Mono Q 5/50 GL	GE Healthcare	L91
Mono Q HR 16/10	GE Healthcare	L91
Mono Q PC 1.6/5	GE Healthcare	L91
Dionex IonPac AG15	Thermo Scientific	L92
Dionex IonPac AS15	Thermo Scientific	L92
CHIRALCEL OD-3R	Daicel/Chiral Technologies	L93
CHIRALCEL OD-RH	Daicel/Chiral Technologies	L93
Lux Cellulose-1	Phenomenex	L93
Reflect C-Cellulose B	Regis Technologies, Inc.	L93
Dionex IonPac AG4A	Thermo Scientific	L94
Dionex IonPac AS4A	Thermo Scientific	L94
HALO Glycan	Advanced Materials Tech.	L95
HALO Penta-HILIC	Advanced Materials Tech.	L95
Acclaim C30	Thermo Scientific	L96
Accucore C30	Thermo Scientific	L96
Chromasol CORAL AQ	Intek Chromasol	L96
Chromasol ONYX AQ	Intek Chromasol	L96
Hypersil Gold aQ	Thermo Scientific	L96
InertSystain AQ-C18	GL Sciences	L96
Mightysil RP18-GP Aqua	Kanto Chemical	L96
Poroshell SB-AQ	Agilent	L96
Shim-pack GIST C18-AQ	Shimadzu	L96
Syncronis aQ	Thermo Scientific	L96
Zorbax SB-A1 RRHD C18	Agilent	L96
Zorbax SB-Aq	Agilent	L96
Zorbax SB-Aq RRHD	Agilent	L96
Zorbax SB-Aq RRHT	Agilent	L96
Dionex IonPac CS19	Thermo Scientific	L97
Metrosep C Supp 2	Metrohm	L97
Dionex IonPac CG19	Thermo Scientific	L98
CHIRAL ART Amylose-SA	YMC Co., Ltd.	L99
CHIRALPAK IA	Daicel/Chiral Technologies	L99
CHIRALPAK IA-3	Daicel/Chiral Technologies	L99
COSMOSIL CHIRAL 3A	Nacalai Tesque, Inc.	L99
COSMOSIL CHIRAL 5A	Nacalai Tesque, Inc.	L99
Lux i-Amylose-1	Phenomenex	L99
Reflect I-Amylose A	Regis Technologies, Inc.	L99
Dionex IonPac CG5A	Thermo Scientific	L100
Dionex IonPac CS5A	Thermo Scientific	L100
Cogent UDC-Cholesterol	MicroSolv Techn. Corp.	L101
Cogent UDC-Cholesterol 2.o	MicroSolv Techn. Corp.	L101
Cosmocore Cholester	Nacalai Tesque, Inc.	L101
Cosmosil Cholester	Nacalai Tesque, Inc.	L101
HALO Protein ES-C18	Advanced Materials Tech.	L101
(S,S) Whelk-O 1	Regis Technologies, Inc.	L102
Dionex IonPac AS19	Thermo Scientific	L103
Cosmosil HILIC	Nacalai Tesque	L104
Dionex IonPac AS12A	Thermo Scientifc	L105
Dionex IonPac CG12A	Thermo Scientific	L106
Dionex IonPac CS12A	Thermo Scientific	L106
CHIRALCEL OJ-RH	Daicel/Chiral Technologies	L107
Lux Cellulose-3	Phenomenex	L107
SMT Chiral	Separation Methods Tech.	L107
CHIRALPAK CBH	Daicel/Chiral Technologies	L108
Hypercarb	Thermo Scientific	L109
Dionex IonPac AG12A	Thermo Scientific	L110
Chromasol ONYX Polyamine	Intek Chromasol	L111
Hypersil GOLD AX	Thermo Scientific	L111
YMC-Pack Polyamine II	YMC Co., Ltd.	L111
Dionex IonPac AG10	Thermo Scientific	L112
Dionex IonPac AS18	Thermo Scientific	L113
AdvanceBio MS Spent Media	Agilent	L114
Poroshell HILIC-Z	Agilent	L114
SeQuant ZIC-HILIC	Merck KgaA	L114
Dionex CarboPac PA100	Thermo Scientific	L115
Dionex DNAPac PA100	Thermo Scientific	L116
Chirosil RCA(+)	Regis Technologies, Inc.	L117
CROWNPAK CR(-)	Daicel/Chiral Technologies	L117
ChromSpher PAH	Agilent	L118
Kinetex PAH	Phenomenex	L118
Multospher PAH-III	CS-Chromatographie Service	L118
MZ-PAH	MZ-Analysentechnik GmbH	L118
NUCLEODUR C18 PAH	Macherey-Nagel	L118
NUCLEOSIL C18 PAH	Macherey-Nagel	L118
Pursuit PAH	Agilent	L118
YMC PAH	YMC Co., Ltd.	L118
CHIRAL ART Cellulose-SC	YMC Co., Ltd.	L119
CHIRALPAK IC	Daicel/Chiral Technologies	L119
CHIRALPAK IC-3	Daicel/Chiral Technologies	L119
COSMOSIL CHIRAL 3C	Nacalai Tesque, Inc.	L119
COSMOSIL CHIRAL 5C	Nacalai Tesque, Inc.	L119
Lux i-Cellulose-5	Phenomenex	L119
Reflect I-Cellulose C	Regis Technologies, Inc.	L119
Dionex IonPac AG18	Thermo Scientific	L120
Dionex IonPac AG19	Thermo Scientific	L121
SeQuant ZIC-pHILIC	Merck KGaA	L122
