id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	SMILES	comment
0198_0459	PTERIN	C6H5N5O	0.883333333	135398660.0		C1=CN=C2C(=N1)C(=O)NC(=N2)N	InChI=1S/C6H5N5O/c7-6-10-4-3(5(12)11-6)8-1-2-9-4/h1-2H,(H3,7,9,10,11,12)	HNXQXTQTPAJEJL-UHFFFAOYSA-N					NC1=NC2=NC=CN=C2C(=O)N1	
0198_0460	4-AMINOBENZOATE	C7H7NO2	4.773333333	978.0		C1=CC(=CC=C1C(=O)O)N	InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)	ALYNCZNDIQEVRV-UHFFFAOYSA-N					NC1=CC=C(C=C1)C(O)=O	
0198_0462	6-CARBOXYHEXANOATE	C7H12O4	4.276666667	385.0		C(CCC(=O)O)CCC(=O)O	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	WLJVNTCWHIRURA-UHFFFAOYSA-N					C(CCC(=O)O)CCC(=O)O	
0198_0463	INDOLE-3-PYRUVATE	C11H9NO3	6.23	803.0		C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O	InChI=1S/C11H9NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,12H,5H2,(H,14,15)	RSTKLPZEZYGQPY-UHFFFAOYSA-N					OC(=O)C(=O)CC1=CNC2=CC=CC=C12	
0198_0464	DEHYDROASCORBATE	C6H6O6	0.793333333	440667.0	C([C@@H]([C@@H]1C(=O)C(=O)C(=O)O1)O)O	C(C(C1C(=O)C(=O)C(=O)O1)O)O	InChI=1S/C6H6O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-8H,1H2/t2-,5+/m0/s1	SBJKKFFYIZUCET-JLAZNSOCSA-N					C([C@@H]([C@@H]1C(=O)C(=O)C(=O)O1)O)O	
0198_0465	3-AMINO-4-HYDROXYBENZOATE	C7H7NO3	0.86	65083.0		C1=CC(=C(C=C1C(=O)O)N)O	InChI=1S/C7H7NO3/c8-5-3-4(7(10)11)1-2-6(5)9/h1-3,9H,8H2,(H,10,11)	MRBKRZAPGUCWOS-UHFFFAOYSA-N					C1=CC(=C(C=C1C(=O)O)N)O	
0198_0466	3,4 DIHYDROXYMANDELATE	C8H8O5	0.943333333	85782.0		C1=CC(=C(C=C1C(C(=O)O)O)O)O	InChI=1S/C8H8O5/c9-5-2-1-4(3-6(5)10)7(11)8(12)13/h1-3,7,9-11H,(H,12,13)	RGHMISIYKIHAJW-UHFFFAOYSA-N					OC(C(O)=O)C1=CC=C(O)C(O)=C1	
0198_0467	ANTHRANILATE	C7H7NO2	4.773333333	227.0		C1=CC=C(C(=C1)C(=O)O)N	InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)	RWZYAGGXGHYGMB-UHFFFAOYSA-N					NC1=CC=CC=C1C(O)=O	
0198_0472	2,5-DIHYDROXYBENZOATE	C7H6O4	3.653333333	3469.0		C1=CC(=C(C=C1O)C(=O)O)O	InChI=1S/C7H6O4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H,(H,10,11)	WXTMDXOMEHJXQO-UHFFFAOYSA-N					OC(=O)C1=CC(O)=CC=C1O	
0198_0473	4-QUINOLINECARBOXYLATE	C10H7NO2	1.043333333	10243.0		C1=CC=C2C(=C1)C(=CC=N2)C(=O)O	InChI=1S/C10H7NO2/c12-10(13)8-5-6-11-9-4-2-1-3-7(8)9/h1-6H,(H,12,13)	VQMSRUREDGBWKT-UHFFFAOYSA-N					C1=CC=C2C(=C1)C(=CC=N2)C(=O)O	
0198_0475	DETHIOBIOTIN	C10H18N2O3	5.196666667	445027.0	C[C@H]1[C@H](NC(=O)N1)CCCCCC(=O)O	CC1C(NC(=O)N1)CCCCCC(=O)O	InChI=1S/C10H18N2O3/c1-7-8(12-10(15)11-7)5-3-2-4-6-9(13)14/h7-8H,2-6H2,1H3,(H,13,14)(H2,11,12,15)/t7-,8+/m0/s1	AUTOLBMXDDTRRT-JGVFFNPUSA-N					C[C@@H]1NC(=O)N[C@@H]1CCCCCC(O)=O	
0198_0476	3-METHYL-2-OXOVALERATE	C6H10O3	3.5	47.0		CCC(C)C(=O)C(=O)O	InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)	JVQYSWDUAOAHFM-UHFFFAOYSA-N					CCC(C)C(=O)C(O)=O	
0198_0477	OXOGLUTARATE	C5H6O5	0.826666667	51.0		C(CC(=O)O)C(=O)C(=O)O	InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)	KPGXRSRHYNQIFN-UHFFFAOYSA-N					OC(=O)CCC(=O)C(O)=O	
0198_0478	N-ACETYLSEROTONIN	C12H14N2O2	4.146666667	903.0		CC(=O)NCCC1=CNC2=C1C=C(C=C2)O	InChI=1S/C12H14N2O2/c1-8(15)13-5-4-9-7-14-12-3-2-10(16)6-11(9)12/h2-3,6-7,14,16H,4-5H2,1H3,(H,13,15)	MVAWJSIDNICKHF-UHFFFAOYSA-N					CC(=O)NCCC1=CNC2=C1C=C(O)C=C2	
0198_0480	ITACONATE	C5H6O4	1.633333333	811.0		C=C(CC(=O)O)C(=O)O	InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h1-2H2,(H,6,7)(H,8,9)	LVHBHZANLOWSRM-UHFFFAOYSA-N					OC(=O)CC(=C)C(O)=O	
0198_0481	AZELATE	C9H16O4	6.146666667	2266.0		C(CCCC(=O)O)CCCC(=O)O	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)	BDJRBEYXGGNYIS-UHFFFAOYSA-N					OC(=O)CCCCCCCC(O)=O	
0198_0482	OXOADIPATE	C6H8O5	0.983333333	71.0		C(CC(=O)C(=O)O)CC(=O)O	InChI=1S/C6H8O5/c7-4(6(10)11)2-1-3-5(8)9/h1-3H2,(H,8,9)(H,10,11)	FGSBNBBHOZHUBO-UHFFFAOYSA-N					C(CC(=O)C(=O)O)CC(=O)O	
0198_0483	2-METHYLGLUTARATE	C6H10O4	2.856666667	12046.0		CC(CCC(=O)O)C(=O)O	InChI=1S/C6H10O4/c1-4(6(9)10)2-3-5(7)8/h4H,2-3H2,1H3,(H,7,8)(H,9,10)	AQYCMVICBNBXNA-UHFFFAOYSA-N					CC(CCC(O)=O)C(O)=O	
0198_0486	PHENYL ACETATE	C8H8O2	4.566666667	31229.0		CC(=O)OC1=CC=CC=C1	InChI=1S/C8H8O2/c1-7(9)10-8-5-3-2-4-6-8/h2-6H,1H3	IPBVNPXQWQGGJP-UHFFFAOYSA-N					CC(=O)OC1=CC=CC=C1	
0198_0493	SUBERATE	C8H14O4	5.276666667	5249080.0		C(CCCC(=O)[O-])CCC(=O)[O-]	InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)/p-2	TYFQFVWCELRYAO-UHFFFAOYSA-L					OC(=O)CCCCCCC(O)=O	
0198_0494	ADIPATE	C6H10O4	2.856666667	196.0		C(CCC(=O)O)CC(=O)O	InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)	WNLRTRBMVRJNCN-UHFFFAOYSA-N					OC(=O)CCCCC(O)=O	
0198_0496	N-ACETYLLEUCINE	C8H15NO3	4.983333333	70912.0	CC(C)C[C@@H](C(=O)O)NC(=O)C	CC(C)CC(C(=O)O)NC(=O)C	InChI=1S/C8H15NO3/c1-5(2)4-7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)/t7-/m0/s1	WXNXCEHXYPACJF-ZETCQYMHSA-N					CC(C)C[C@H](NC(C)=O)C(O)=O	
0198_0497	2',4'-DIHYDROXYACETOPHENONE	C8H8O3	6.03	6990.0		CC(=O)C1=C(C=C(C=C1)O)O	InChI=1S/C8H8O3/c1-5(9)7-3-2-6(10)4-8(7)11/h2-4,10-11H,1H3	SULYEHHGGXARJS-UHFFFAOYSA-N					CC(=O)C1=C(O)C=C(O)C=C1	
0198_0499	MONOMETHYLGLUTARATE	C6H10O4	2.856666667	73917.0		COC(=O)CCCC(=O)O	InChI=1S/C6H10O4/c1-10-6(9)4-2-3-5(7)8/h2-4H2,1H3,(H,7,8)	IBMRTYCHDPMBFN-UHFFFAOYSA-N					COC(=O)CCCC(=O)O	
0198_0500	INDOLE-3-METHYL ACETATE	C11H11NO2	9.193333333	74706.0		COC(=O)CC1=CNC2=CC=CC=C21	InChI=1S/C11H11NO2/c1-14-11(13)6-8-7-12-10-5-3-2-4-9(8)10/h2-5,7,12H,6H2,1H3	KTHADMDGDNYQRX-UHFFFAOYSA-N					COC(=O)CC1=CNC2=C1C=CC=C2	
0198_0501	MEVALONATE	C6H12O4	1.026666667	5288.0	C[C@@](CCO)(CC(=O)[O-])O	CC(CCO)(CC(=O)[O-])O	InChI=1S/C6H12O4/c1-6(10,2-3-7)4-5(8)9/h7,10H,2-4H2,1H3,(H,8,9)/p-1/t6-/m1/s1	KJTLQQUUPVSXIM-ZCFIWIBFSA-M					OC(=O)C#C	
0198_0502	3-METHOXY-4-HYDROXYMANDELATE	C9H10O5	1.42	1245.0		COC1=C(C=CC(=C1)C(C(=O)O)O)O	InChI=1S/C9H10O5/c1-14-7-4-5(2-3-6(7)10)8(11)9(12)13/h2-4,8,10-11H,1H3,(H,12,13)	CGQCWMIAEPEHNQ-UHFFFAOYSA-N					COC1=C(O)C=CC(=C1)[C@H](O)C(O)=O	
0198_0503	HOMOVANILLATE	C9H10O4	4.566666667	1738.0		COC1=C(C=CC(=C1)CC(=O)O)O	InChI=1S/C9H10O4/c1-13-8-4-6(5-9(11)12)2-3-7(8)10/h2-4,10H,5H2,1H3,(H,11,12)	QRMZSPFSDQBLIX-UHFFFAOYSA-N					COC1=CC(CC(O)=O)=CC=C1O	
0198_0504	2-METHYLMALEATE	C5H6O4	0.993333333	643798.0	C/C(=C/C(=O)O)/C(=O)O	CC(=CC(=O)O)C(=O)O	InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h2H,1H3,(H,6,7)(H,8,9)/b3-2-	HNEGQIOMVPPMNR-IHWYPQMZSA-N					CC(=CC(=O)O)C(=O)O	
0198_0506	SALSOLINOL	C10H13NO2	0.96	54456.0		CC1C2=CC(=C(C=C2CCN1)O)O	InChI=1S/C10H13NO2/c1-6-8-5-10(13)9(12)4-7(8)2-3-11-6/h4-6,11-13H,2-3H2,1H3	IBRKLUSXDYATLG-UHFFFAOYSA-N					CC1C2=CC(=C(C=C2CCN1)O)O	
0198_0507	SALICYLAMIDE	C7H7NO2	4.803333333	5147.0		C1=CC=C(C(=C1)C(=O)N)O	InChI=1S/C7H7NO2/c8-7(10)5-3-1-2-4-6(5)9/h1-4,9H,(H2,8,10)	SKZKKFZAGNVIMN-UHFFFAOYSA-N					NC(=O)C1=CC=CC=C1O	
0198_0509	KETOLEUCINE	C6H10O3	3.466666667	70.0		CC(C)CC(=O)C(=O)O	InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)	BKAJNAXTPSGJCU-UHFFFAOYSA-N					CC(C)CC(=O)C(O)=O	
0198_0512	HOMOGENTISATE	C8H8O4	1.66	780.0		C1=CC(=C(C=C1O)CC(=O)O)O	InChI=1S/C8H8O4/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)	IGMNYECMUMZDDF-UHFFFAOYSA-N					OC(=O)CC1=C(O)C=CC(O)=C1	
0198_0513	INDOLEACETALDEHYDE	C10H9NO	4.123333333	800.0		C1=CC=C2C(=C1)C(=CN2)CC=O	InChI=1S/C10H9NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,6-7,11H,5H2	WHOOUMGHGSPMGR-UHFFFAOYSA-N					O=CCC1=CNC2=CC=CC=C12	
0198_0515	3-HYDROXYPHENYLACETATE	C8H8O3	6.03	12122.0		C1=CC(=CC(=C1)O)CC(=O)O	InChI=1S/C8H8O3/c9-7-3-1-2-6(4-7)5-8(10)11/h1-4,9H,5H2,(H,10,11)	FVMDYYGIDFPZAX-UHFFFAOYSA-N					OC(=O)CC1=CC=CC(O)=C1	
0198_0517	PYRIDOXAL	C8H9NO3	0.746666667	1050.0		CC1=NC=C(C(=C1O)C=O)CO	InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3	RADKZDMFGJYCBB-UHFFFAOYSA-N					CC1=C(O)C(C=O)=C(CO)C=N1	
0198_0518	SALICYLATE	C7H6O3	4.373333333	54675850.0		C1=CC=C(C(=C1)C(=O)O)[O-]	InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)/p-1	YGSDEFSMJLZEOE-UHFFFAOYSA-M					OC(=O)C1=CC=CC=C1O	
0198_0519	SEBACATE	C10H18O4	6.963333333	5192.0		C(CCCCC(=O)O)CCCC(=O)O	InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)	CXMXRPHRNRROMY-UHFFFAOYSA-N					C(CCCCC(=O)O)CCCC(=O)O	
0198_0521	3-METHYLADENINE	C6H7N5	0.753333333	135398661.0		CN1C=NC(=N)C2=C1N=CN2	InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3,7H,1H3,(H,8,9)	ZPBYVFQJHWLTFB-UHFFFAOYSA-N					CN1C=NC(N)=C2N=CN=C12	
0198_0522	HYDROXYPHENYLLACTATE	C9H10O4	4.566666667	9378.0		C1=CC(=CC=C1CC(C(=O)O)O)O	InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)	JVGVDSSUAVXRDY-UHFFFAOYSA-N					OC(CC1=CC=C(O)C=C1)C(O)=O	
0198_0523	BIOTIN	C10H16N2O3S	4.676666667	171548.0	C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2	C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2	InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1	YBJHBAHKTGYVGT-ZKWXMUAHSA-N					[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2	
0198_0527	5-HYDROXYINDOLEACETATE	C10H9NO3	3.926666667	1826.0		C1=CC2=C(C=C1O)C(=CN2)CC(=O)O	InChI=1S/C10H9NO3/c12-7-1-2-9-8(4-7)6(5-11-9)3-10(13)14/h1-2,4-5,11-12H,3H2,(H,13,14)	DUUGKQCEGZLZNO-UHFFFAOYSA-N					OC(=O)CC1=CNC2=CC=C(O)C=C12	
0198_0528	PHENYLACETATE	C8H8O2	3.04	4409936.0		C1=CC=C(C=C1)CC(=O)[O-]	InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)/p-1	WLJVXDMOQOGPHL-UHFFFAOYSA-M					OC(=O)CC1=CC=CC=C1	
0198_0529	RESORCINOL MONOACETATE	C8H8O3	6.03	5055.0		CC(=O)OC1=CC=CC(=C1)O	InChI=1S/C8H8O3/c1-6(9)11-8-4-2-3-7(10)5-8/h2-5,10H,1H3	ZZPKZRHERLGEKA-UHFFFAOYSA-N					CC(=O)OC1=CC=CC(=C1)O	
0198_0533	DEHYDROASCORBATE	C6H6O6	0.74	210328.0	C([C@H]([C@@H]1C(=O)C(=O)C(=O)O1)O)O	C(C(C1C(=O)C(=O)C(=O)O1)O)O	InChI=1S/C6H6O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-8H,1H2/t2-,5-/m1/s1	SBJKKFFYIZUCET-DUZGATOHSA-N					[H][C@@]1(OC(=O)C(=O)C1=O)[C@H](O)CO	
0198_0534	FRUCTOSE	C6H12O6	0.696666667	439709.0	C([C@@H]1[C@H]([C@@H]([C@](O1)(CO)O)O)O)O	C(C1C(C(C(O1)(CO)O)O)O)O	InChI=1S/C6H12O6/c7-1-3-4(9)5(10)6(11,2-8)12-3/h3-5,7-11H,1-2H2/t3-,4-,5+,6-/m1/s1	RFSUNEUAIZKAJO-ARQDHWQXSA-N					OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O	
0198_0535	SORBOSE	C6H12O6	0.696666667	441484.0	C1[C@@H]([C@H]([C@@H]([C@](O1)(CO)O)O)O)O	C1C(C(C(C(O1)(CO)O)O)O)O							OC[C@@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O	restandardization
0198_0536	XYLITOL	C5H12O5	0.703333333	6912.0	C([C@H](C([C@H](CO)O)O)O)O	C(C(C(C(CO)O)O)O)O	InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4+,5?	HEBKCHPVOIAQTA-NGQZWQHPSA-N					OC[C@H](O)C(O)[C@H](O)CO	potential duplicate
0198_0537	RIBITOL	C5H12O5	0.703333333	6912.0	C([C@H](C([C@H](CO)O)O)O)O	C(C(C(C(CO)O)O)O)O	InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4+,5?	HEBKCHPVOIAQTA-NGQZWQHPSA-N					OC[C@H](O)[C@H](O)[C@H](O)CO	potential duplicate
0198_0538	MYOINOSITOL	C6H12O6	0.696666667	892.0		C1(C(C(C(C(C1O)O)O)O)O)O	InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H	CDAISMWEOUEBRE-UHFFFAOYSA-N					O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	
0198_0539	MANNOSE	C6H12O6	0.696666667	18950.0	C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O	C(C1C(C(C(C(O1)O)O)O)O)O	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1	WQZGKKKJIJFFOK-QTVWNMPRSA-N					OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O	
0198_0540	ARABINOSE	C5H10O5	0.723333333	439195.0	C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O	C1C(C(C(C(O1)O)O)O)O	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5?/m0/s1	SRBFZHDQGSBBOR-HWQSCIPKSA-N					O[C@H]1COC(O)[C@H](O)[C@H]1O	
0198_0541	XYLOSE	C5H10O5	0.723333333	229.0		C1C(C(C(C(O1)O)O)O)O	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2	SRBFZHDQGSBBOR-UHFFFAOYSA-N					O[C@@H]1COC(O)[C@H](O)[C@H]1O	
0198_0542	SUCROSE	C12H22O11	0.703333333	5988.0	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1	CZMRCDWAGMRECN-UGDNZRGBSA-N					OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	
0198_0543	GALACTOSE	C6H12O6	0.696666667	439357.0	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O	C(C1C(C(C(C(O1)O)O)O)O)O	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3+,4+,5-,6+/m1/s1	WQZGKKKJIJFFOK-PHYPRBDBSA-N					OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O	
0198_0544	ALPHA-D-GLUCOSE	C6H12O6	0.696666667	79025.0	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O	C(C1C(C(C(C(O1)O)O)O)O)O	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6+/m1/s1	WQZGKKKJIJFFOK-DVKNGEFBSA-N					OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O	
0198_0545	ALLOSE	C6H12O6	0.696666667	12285879.0	C([C@H]1[C@@H]([C@@H]([C@@H](C(O1)O)O)O)O)O	C(C1C(C(C(C(O1)O)O)O)O)O	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4-,5-,6?/m0/s1	WQZGKKKJIJFFOK-HOWGCPQDSA-N					[H][C@@]1(CO)OC(O)[C@@]([H])(O)[C@@]([H])(O)[C@@]1([H])O	
0198_0546	MANNITOL	C6H14O6	0.696666667	6251.0	C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O	C(C(C(C(C(CO)O)O)O)O)O	InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1	FBPFZTCFMRRESA-KVTDHHQDSA-N					OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	
0198_0547	MELIBIOSE	C12H22O11	0.703333333	440658.0	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O	InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5+,6-,7+,8+,9-,10-,11?,12+/m1/s1	DLRVVLDZNNYCBX-ABXHMFFYSA-N					OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O	
0198_0548	SORBITOL	C6H14O6	0.696666667	5780.0	C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O	C(C(C(C(C(CO)O)O)O)O)O	InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1	FBPFZTCFMRRESA-JGWLITMVSA-N					OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	
0198_0549	MALTOSE	C12H22O11	0.703333333	10991489.0	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8+,9-,10-,11+,12-/m1/s1	GUBGYTABKSRVRQ-DKBJLJRDSA-N					OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	
0198_0550	TAGATOSE	C6H12O6	0.696666667	439312.0	C1[C@H]([C@@H]([C@@H](C(O1)(CO)O)O)O)O	C1C(C(C(C(O1)(CO)O)O)O)O	InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4+,5+,6?/m1/s1	LKDRXBCSQODPBY-OEXCPVAWSA-N					OC[C@@H](O)[C@H](O)[C@H](O)C(=O)CO	
0198_0551	L-GULONOLACTONE	C6H10O6	0.713333333	439373.0	C([C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O	C(C(C1C(C(C(=O)O1)O)O)O)O	InChI=1S/C6H10O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-5,7-10H,1H2/t2-,3+,4-,5+/m0/s1	SXZYCXMUPBBULW-SKNVOMKLSA-N					C(C(C1C(C(C(=O)O1)O)O)O)O	
0198_0552	ARABINOSE	C5H10O5	0.723333333	66308.0	C([C@H]([C@H]([C@@H](C=O)O)O)O)O	C(C(C(C(C=O)O)O)O)O	InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1	PYMYPHUHKUWMLA-WDCZJNDASA-N					O=C[C@@H](O)[C@H](O)[C@H](O)CO	
0198_0553	CELLOBIOSE	C12H22O11	0.703333333	10712.0	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11-,12+/m1/s1	GUBGYTABKSRVRQ-QRZGKKJRSA-N					OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	
0198_0554	PSICOSE	C6H12O6	0.696666667	441036.0	C1[C@H]([C@H]([C@H](C(O1)(CO)O)O)O)O	C1C(C(C(C(O1)(CO)O)O)O)O	InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5-,6?/m1/s1	LKDRXBCSQODPBY-JDJSBBGDSA-N					C1C(C(C(C(O1)(CO)O)O)O)O	
0198_0555	ARABITOL	C5H12O5	0.7	439255.0	C([C@@H](C([C@H](CO)O)O)O)O	C(C(C(C(CO)O)O)O)O	InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4-/m0/s1	HEBKCHPVOIAQTA-IMJSIDKUSA-N					OC[C@H](O)C(O)[C@@H](O)CO	
0198_0556	LYXOSE	C5H10O5	0.723333333	439240.0	C1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O	C1C(C(C(C(O1)O)O)O)O	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4+,5?/m1/s1	SRBFZHDQGSBBOR-AGQMPKSLSA-N					O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O	
0198_0557	RIBOSE	C5H10O5	0.723333333	10975657.0	C1[C@H]([C@H]([C@H](C(O1)O)O)O)O	C1C(C(C(C(O1)O)O)O)O	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4-,5?/m1/s1	SRBFZHDQGSBBOR-SOOFDHNKSA-N					OC[C@H]1OC(O)[C@H](O)[C@@H]1O	
